order_id,order_date,date_id,customer_id,store_id,employee_id,payment_method,order_status,total_revenue,total_cost
ORD0002828,2022-04-11,20220411,CUS00403,1,,InstaPay,Completed,160.0,70.0
ORD0004897,2022-04-11,20220411,CUS00582,8,EMP0144,InstaPay,Returned,991.0,820.0
ORD0002113,2022-04-11,20220411,CUS00812,6,EMP0126,Fawry,Completed,190.0,90.0
ORD0003053,2022-04-11,20220411,CUS02163,5,EMP0096,InstaPay,Completed,940.0,460.0
ORD0011492,2022-04-11,20220411,CUS00620,10,EMP0152,Credit Card,Completed,1780.0,990.0
ORD0004714,2022-04-11,20220411,CUS01171,4,EMP0092,  Fawry  ,Cancelled,400.0,200.0
ORD0003650,2022-04-11,20220411,CUS00730,12,EMP0179,  Cash  ,Cancelled,406.0,290.0
ORD0001903,2022-04-11,20220411,CUS00257,1,EMP0006,Vodafone Cash,Completed,67.5,40.0
ORD0004277,2022-04-11,20220411,CUS02167,3,EMP0067,Vodafone Cash,Completed,2000.0,1600.0
ORD0003647,2022-04-11,20220411,CUS01598,13,EMP0187,InstaPay,Completed,6000.0,4800.0
ORD0009616,2022-04-11,20220411,CUS01632,7,EMP0134,  Cash  ,Returned,4250.0,4000.0
ORD0010011,2022-04-11,20220411,CUS02016,6,EMP0123,InstaPay,Completed,880.0,440.0
ORD0002759,2022-04-12,20220412,CUS01667,4,EMP0084,InstaPay,Completed,502.0,250.0
ORD0011171,2022-04-12,20220412,CUS02188,10,EMP0157,Vodafone Cash,Completed,1542.0,790.0
ORD0007869,2022-04-12,20220412,CUS02664,5,,Credit Card,Completed,85.5,40.0
ORD0011601,2022-04-12,20220412,CUS01809,2,EMP0042,InstaPay,Completed,1326.0,750.0
ORD0008104,2022-04-12,20220412,CUS02685,3,EMP0061,Debit Card,Completed,777.0,540.0
ORD0001166,2022-04-12,20220412,CUS01587,4,EMP0084,Cash,Completed,1924.5,1110.0
ORD0000284,2022-04-12,20220412,CUS02885,12,,  Cash  ,Completed,126.0,60.0
ORD0011324,2022-04-12,20220412,CUS02053,6,EMP0123,  InstaPay  ,Completed,610.0,290.0
ORD0009220,2022-04-12,20220412,CUS02384,3,,  InstaPay  ,Completed,270.0,170.0
ORD0011603,2022-04-12,20220412,CUS01285,1,EMP0005,Cash,Returned,14788.0,12970.0
ORD0001688,2022-04-12,20220412,CUS01417,1,EMP0013,  Fawry  ,Completed,940.0,450.0
ORD0006527,2022-04-12,20220412,CUS00892,12,EMP0180,InstaPay,Completed,6649.0,5460.0
ORD0003145,2022-04-13,20220413,CUS00396,10,,Vodafone Cash,Completed,680.0,600.0
ORD0001358,2022-04-13,20220413,CUS02147,7,EMP0129,InstaPay,Completed,24787.0,21730.0
ORD0002402,2022-04-13,20220413,CUS00348,14,EMP0195,  Vodafone Cash  ,Completed,797.5,420.0
ORD0001283,2022-04-13,20220413,CUS02822,2,EMP0054,  Debit Card  ,Completed,1412.0,680.0
ORD0009821,2022-04-13,20220413,CUS00226,2,EMP0050,Vodafone Cash,Completed,2298.0,1190.0
ORD0006853,2022-04-13,20220413,CUS01126,1,EMP0017,Debit Card,Completed,752.0,460.0
ORD0002178,2022-04-13,20220413,CUS00356,1,EMP0015,InstaPay,Completed,16040.0,12790.0
ORD0002197,2022-04-13,20220413,CUS00782,9,EMP0149,Fawry,Completed,85.5,40.0
ORD0003420,2022-04-13,20220413,CUS02301,5,EMP0103,InstaPay,Completed,720.0,380.0
ORD0001385,2022-04-14,20220414,CUS00698,12,EMP0179,Vodafone Cash,Completed,703.0,360.0
ORD0008511,2022-04-14,20220414,CUS02976,1,EMP0015,Credit Card,Completed,324.0,160.0
ORD0009842,2022-04-14,20220414,CUS02477,6,EMP0118,Credit Card,Completed,204.0,110.0
ORD0007209,2022-04-14,20220414,CUS01378,1,EMP0002,InstaPay,Completed,1060.0,490.0
ORD0011250,2022-04-14,20220414,CUS01358,15,EMP0207,Credit Card,Completed,5312.0,4700.0
ORD0004589,2022-04-14,20220414,CUS01555,5,EMP0095,InstaPay,Completed,1302.0,650.0
ORD0008577,2022-04-14,20220414,CUS02941,7,EMP0128,Debit Card,Completed,2254.5,1640.0
ORD0004564,2022-04-14,20220414,CUS02888,9,EMP0151,Cash,Completed,18080.0,14340.0
ORD0004315,2022-04-14,20220414,CUS00901,1,EMP0023,Debit Card,Completed,600.0,500.0
ORD0010041,2022-04-14,20220414,CUS01834,4,EMP0082,Fawry,Completed,936.0,500.0
ORD0000671,2022-04-15,20220415,CUS00382,2,EMP0052,Cash,Completed,351.5,180.0
ORD0007252,2022-04-15,20220415,CUS01287,2,EMP0052,  Fawry  ,Completed,270.0,160.0
ORD0011448,2022-04-15,20220415,CUS00447,5,EMP0098,Vodafone Cash,Completed,1038.5,530.0
ORD0008126,2022-04-15,20220415,CUS01898,9,EMP0150,Credit Card,Completed,722.0,370.0
ORD0006861,2022-04-15,20220415,CUS00035,12,EMP0184,  InstaPay  ,Completed,645.0,310.0
ORD0006651,2022-04-15,20220415,CUS00286,3,EMP0055,InstaPay,Completed,15232.0,12520.0
ORD0008729,2022-04-15,20220415,CUS00562,1,EMP0017,Vodafone Cash,Completed,969.0,480.0
ORD0001589,2022-04-15,20220415,CUS00659,7,EMP0130,Cash,Completed,1168.0,720.0
ORD0002535,2022-04-15,20220415,CUS01494,2,EMP0053,Credit Card,Completed,1583.0,770.0
ORD0005954,2022-04-15,20220415,CUS00906,6,EMP0116,Debit Card,Completed,18006.0,15880.0
ORD0004650,2022-04-15,20220415,CUS02087,6,EMP0117,Cash,Completed,1150.0,560.0
ORD0005965,2022-04-15,20220415,CUS01363,6,EMP0124,Credit Card,Completed,150.0,70.0
ORD0006883,2022-04-15,20220415,CUS01976,3,EMP0061,Cash,Returned,3720.0,3450.0
ORD0007960,2022-04-15,20220415,CUS01730,12,EMP0175,Fawry,Completed,12157.5,9150.0
ORD0005499,2022-04-15,20220415,CUS01870,2,,Cash,Completed,270.0,140.0
ORD0000566,2022-04-15,20220415,CUS01861,9,EMP0147,Credit Card,Returned,2090.0,2040.0
ORD0008392,2022-04-15,20220415,CUS02835,2,EMP0041,Debit Card,Completed,979.0,500.0
ORD0011538,2022-04-15,20220415,CUS00968,2,EMP0054,Vodafone Cash,Completed,1910.5,1000.0
ORD0006012,2022-04-16,20220416,CUS01332,3,EMP0061,Credit Card,Completed,800.0,350.0
ORD0002661,2022-04-16,20220416,CUS02848,2,,Credit Card,Returned,982.0,490.0
ORD0001906,2022-04-16,20220416,CUS02546,2,EMP0035,Credit Card,Returned,345.0,220.0
ORD0010995,2022-04-16,20220416,CUS00607,12,EMP0174,Credit Card,Completed,5630.0,3760.0
ORD0008218,2022-04-16,20220416,CUS02924,7,EMP0131,Cash,Completed,486.0,260.0
ORD0009541,2022-04-16,20220416,CUS00402,1,EMP0011,Vodafone Cash,Completed,1970.5,1020.0
ORD0011451,2022-04-16,20220416,CUS02601,12,EMP0180,InstaPay,Completed,2404.0,1200.0
ORD0004407,2022-04-17,20220417,CUS01722,7,EMP0134,Debit Card,Completed,18854.0,15040.0
ORD0011860,2022-04-17,20220417,CUS01796,12,EMP0178,  Vodafone Cash  ,Returned,793.0,390.0
ORD0007339,2022-04-17,20220417,CUS00761,3,EMP0075,Cash,Completed,520.0,250.0
ORD0003644,2022-04-17,20220417,CUS00044,13,EMP0186,Fawry,Completed,290.0,130.0
ORD0007026,2022-04-17,20220417,CUS02655,2,EMP0051,Credit Card,Returned,1180.0,1070.0
ORD0010227,2022-04-17,20220417,CUS00009,4,EMP0084,  Cash  ,Returned,1080.0,680.0
ORD0011403,2022-04-17,20220417,CUS00464,1,EMP0021,  Fawry  ,Completed,320.0,180.0
ORD0008509,2022-04-17,20220417,CUS02622,3,EMP0061,Debit Card,Completed,266.0,140.0
ORD0004224,2022-04-17,20220417,CUS02587,3,EMP0070,Credit Card,Completed,2520.0,1360.0
ORD0008504,2022-04-17,20220417,CUS02750,3,EMP0076,Debit Card,Completed,304.0,180.0
ORD0000028,2022-04-17,20220417,CUS02146,7,EMP0128,  Vodafone Cash  ,Completed,954.0,480.0
ORD0007295,2022-04-17,20220417,CUS01244,5,EMP0112,  Debit Card  ,Completed,446.0,240.0
ORD0008201,2022-04-17,20220417,CUS02983,2,EMP0053,Debit Card,Returned,766.0,390.0
ORD0011312,2022-04-17,20220417,CUS00161,4,EMP0093,Vodafone Cash,Completed,824.0,450.0
ORD0000473,2022-04-18,20220418,CUS01325,6,EMP0117,InstaPay,Completed,413.0,290.0
ORD0007947,2022-04-18,20220418,CUS01579,1,EMP0026,  Debit Card  ,Completed,648.0,340.0
ORD0000653,2022-04-18,20220418,CUS02575,11,EMP0169,Fawry,Completed,13845.0,11840.0
ORD0009405,2022-04-18,20220418,CUS02686,15,EMP0209,Fawry,Completed,1134.0,590.0
ORD0003475,2022-04-18,20220418,CUS00464,9,EMP0149,Vodafone Cash,Completed,360.0,210.0
ORD0010673,2022-04-18,20220418,CUS01365,1,EMP0020,Cash,Completed,6135.0,5060.0
ORD0008932,2022-04-18,20220418,CUS02849,6,EMP0124,  Debit Card  ,Cancelled,209.0,100.0
ORD0006005,2022-04-18,20220418,CUS00462,7,EMP0127,Vodafone Cash,Returned,127.5,70.0
ORD0011557,2022-04-18,20220418,CUS00196,5,EMP0098,InstaPay,Completed,190.0,90.0
ORD0010184,2022-04-18,20220418,CUS02781,2,EMP0033,  InstaPay  ,Completed,230.0,110.0
ORD0002897,2022-04-18,20220418,CUS00282,13,,InstaPay,Completed,1060.5,560.0
ORD0009473,2022-04-18,20220418,CUS00270,3,EMP0055,Fawry,Completed,1786.0,920.0
ORD0011966,2022-04-19,20220419,CUS01495,10,,  Fawry  ,Completed,900.0,440.0
ORD0011698,2022-04-19,20220419,CUS00559,3,EMP0078,Credit Card,Completed,110.5,60.0
ORD0008014,2022-04-19,20220419,CUS01184,2,EMP0036,InstaPay,Completed,2488.0,1230.0
ORD0002678,2022-04-19,20220419,CUS00483,2,,Vodafone Cash,Completed,2380.0,1180.0
ORD0000174,2022-04-19,20220419,CUS00415,2,EMP0054,Fawry,Returned,540.0,270.0
ORD0011697,2022-04-19,20220419,CUS02371,1,EMP0027,  Fawry  ,Completed,343.0,190.0
ORD0004946,2022-04-19,20220419,CUS01051,2,EMP0034,Credit Card,Completed,901.5,490.0
ORD0000772,2022-04-19,20220419,CUS01143,13,EMP0186,Cash,Completed,6300.0,4940.0
ORD0000485,2022-04-19,20220419,CUS01310,6,EMP0125,Credit Card,Completed,540.0,360.0
ORD0006529,2022-04-19,20220419,CUS00463,15,EMP0216,Credit Card,Completed,320.0,160.0
ORD0002754,2022-04-19,20220419,CUS01480,10,EMP0157,InstaPay,Completed,333.0,180.0
ORD0006175,2022-04-19,20220419,CUS00429,3,EMP0065,InstaPay,Completed,857.5,460.0
ORD0004340,2022-04-20,20220420,CUS02636,5,EMP0112,Fawry,Completed,171.0,90.0
ORD0011475,2022-04-20,20220420,CUS01656,4,EMP0092,Fawry,Completed,495.0,270.0
ORD0006194,2022-04-20,20220420,CUS00606,11,EMP0173,Vodafone Cash,Completed,1147.5,550.0
ORD0004007,2022-04-20,20220420,CUS01989,5,EMP0101,Vodafone Cash,Completed,5648.0,4280.0
ORD0005284,2022-04-20,20220420,CUS01557,3,EMP0064,Fawry,Completed,18121.5,14970.0
ORD0006305,2022-04-20,20220420,CUS02607,10,,Credit Card,Completed,200.0,100.0
ORD0004492,2022-04-20,20220420,CUS00944,4,EMP0092,Cash,Completed,862.5,500.0
ORD0006222,2022-04-20,20220420,CUS02251,6,EMP0116,Debit Card,Completed,1978.0,1030.0
ORD0008372,2022-04-20,20220420,CUS00685,2,EMP0046,Fawry,Completed,25360.0,21340.0
ORD0007895,2022-04-20,20220420,CUS02414,6,EMP0122,InstaPay,Returned,756.0,400.0
ORD0002937,2022-04-21,20220421,CUS02827,8,EMP0137,InstaPay,Completed,184.0,110.0
ORD0011642,2022-04-21,20220421,CUS02578,10,EMP0155,Vodafone Cash,Completed,2817.0,1820.0
ORD0003271,2022-04-21,20220421,CUS00140,3,EMP0076,Debit Card,Completed,487.5,290.0
ORD0003316,2022-04-21,20220421,CUS02399,14,EMP0201,Fawry,Completed,468.0,260.0
ORD0006615,2022-04-21,20220421,CUS01832,15,EMP0206,Debit Card,Completed,740.5,370.0
ORD0006008,2022-04-21,20220421,CUS02944,6,EMP0113,  Cash  ,Completed,160.0,80.0
ORD0010469,2022-04-22,20220422,CUS01906,2,EMP0033,Debit Card,Completed,972.0,510.0
ORD0006063,2022-04-22,20220422,CUS01406,10,EMP0157,Debit Card,Completed,342.0,180.0
ORD0011374,2022-04-22,20220422,CUS02783,5,EMP0096,Vodafone Cash,Completed,160.0,70.0
ORD0001207,2022-04-22,20220422,CUS01331,6,EMP0113,InstaPay,Completed,450.0,220.0
ORD0000459,2022-04-22,20220422,CUS02481,8,EMP0144,Credit Card,Completed,1620.0,790.0
ORD0002741,2022-04-22,20220422,CUS01519,12,EMP0175,  InstaPay  ,Completed,19570.5,16790.0
ORD0006820,2022-04-22,20220422,CUS02585,3,EMP0062,InstaPay,Completed,684.0,360.0
ORD0004009,2022-04-22,20220422,CUS01592,2,EMP0044,InstaPay,Completed,1878.5,1000.0
ORD0002258,2022-04-22,20220422,CUS02781,5,EMP0110,Debit Card,Completed,13991.5,11620.0
ORD0003105,2022-04-23,20220423,CUS02093,1,EMP0016,Debit Card,Returned,150.0,70.0
ORD0007587,2022-04-23,20220423,CUS01863,1,EMP0004,  Fawry  ,Completed,601.0,330.0
ORD0001287,2022-04-23,20220423,CUS00294,12,EMP0178,  Credit Card  ,Returned,10240.0,10300.0
ORD0005194,2022-04-23,20220423,CUS02686,2,EMP0038,Fawry,Completed,240.0,150.0
ORD0009350,2022-04-23,20220423,CUS01384,2,EMP0049,Fawry,Completed,3581.0,1760.0
ORD0008155,2022-04-23,20220423,CUS02254,11,EMP0165,InstaPay,Completed,680.0,340.0
ORD0010083,2022-04-23,20220423,CUS02586,5,EMP0096,  Cash  ,Completed,26518.0,22380.0
ORD0002340,2022-04-23,20220423,CUS01221,1,EMP0019,Credit Card,Completed,1777.5,900.0
ORD0009593,2022-04-24,20220424,CUS01483,4,EMP0089,Fawry,Completed,1798.0,890.0
ORD0011594,2022-04-24,20220424,CUS00809,6,EMP0124,Credit Card,Completed,3360.0,1630.0
ORD0000668,2022-04-24,20220424,CUS00118,2,EMP0046,  InstaPay  ,Completed,1364.0,700.0
ORD0000571,2022-04-24,20220424,CUS00123,3,EMP0069,Cash,Completed,2728.0,1410.0
ORD0003520,2022-04-24,20220424,CUS01617,2,EMP0049,Debit Card,Completed,450.0,220.0
ORD0004210,2022-04-24,20220424,CUS02579,11,EMP0164,Fawry,Completed,1202.0,680.0
ORD0000032,2022-04-24,20220424,CUS00133,4,,Debit Card,Completed,7388.0,6570.0
ORD0001905,2022-04-24,20220424,CUS01704,13,EMP0191,Credit Card,Completed,2642.0,1400.0
ORD0002324,2022-04-24,20220424,CUS02050,15,EMP0214,Debit Card,Completed,14832.0,12360.0
ORD0001967,2022-04-24,20220424,CUS00766,14,EMP0203,Vodafone Cash,Cancelled,416.0,260.0
ORD0002009,2022-04-24,20220424,CUS02998,2,EMP0042,Fawry,Completed,2205.0,1410.0
ORD0008281,2022-04-24,20220424,CUS02130,2,EMP0031,Cash,Completed,748.0,370.0
ORD0003805,2022-04-24,20220424,CUS02049,4,EMP0092,  InstaPay  ,Completed,37970.5,30110.0
ORD0000050,2022-04-24,20220424,CUS01086,2,EMP0036,Fawry,Completed,180.0,80.0
ORD0008575,2022-04-24,20220424,CUS01897,10,EMP0157,Credit Card,Returned,1404.0,780.0
ORD0011829,2022-04-24,20220424,CUS01751,7,EMP0131,Fawry,Returned,460.0,230.0
ORD0006974,2022-04-24,20220424,CUS00269,1,EMP0015,InstaPay,Completed,456.0,220.0
ORD0002660,2022-04-24,20220424,CUS01020,7,EMP0129,Debit Card,Completed,127.5,70.0
ORD0006314,2022-04-24,20220424,CUS00291,3,EMP0066,Credit Card,Completed,1232.0,610.0
ORD0007284,2022-04-25,20220425,CUS00972,11,EMP0170,Credit Card,Completed,1170.5,630.0
ORD0007579,2022-04-25,20220425,CUS01058,1,EMP0006,  InstaPay  ,Returned,319.5,180.0
ORD0008592,2022-04-25,20220425,CUS01602,13,EMP0189,Debit Card,Completed,394.5,200.0
ORD0003498,2022-04-25,20220425,CUS02153,1,EMP0021,Debit Card,Returned,1052.0,520.0
ORD0008894,2022-04-25,20220425,CUS01844,5,,  Fawry  ,Returned,3025.0,1670.0
ORD0010736,2022-04-25,20220425,CUS00537,2,EMP0037,Fawry,Completed,929.0,540.0
ORD0011749,2022-04-25,20220425,CUS01737,1,EMP0014,Cash,Completed,195.5,100.0
ORD0008322,2022-04-25,20220425,CUS02056,6,,Fawry,Completed,10180.0,10580.0
ORD0010202,2022-04-25,20220425,CUS01253,5,EMP0102,Cash,Completed,505.5,260.0
ORD0004371,2022-04-25,20220425,CUS01106,8,,InstaPay,Completed,351.5,180.0
ORD0008194,2022-04-25,20220425,CUS00235,6,EMP0116,Fawry,Completed,112.0,60.0
ORD0002172,2022-04-25,20220425,CUS02780,6,EMP0115,Credit Card,Completed,984.0,510.0
ORD0001179,2022-04-25,20220425,CUS01217,3,EMP0064,  Cash  ,Completed,55191.0,43780.0
ORD0008746,2022-04-25,20220425,CUS00576,2,EMP0044,  Vodafone Cash  ,Completed,861.0,510.0
ORD0003770,2022-04-25,20220425,CUS02471,3,EMP0059,Cash,Completed,1662.5,820.0
ORD0006874,2022-04-25,20220425,CUS00566,2,EMP0047,InstaPay,Completed,727.5,400.0
ORD0005571,2022-04-26,20220426,CUS02470,4,,Debit Card,Completed,484.5,300.0
ORD0004367,2022-04-26,20220426,CUS02791,5,EMP0110,Vodafone Cash,Completed,999.0,540.0
ORD0001801,2022-04-26,20220426,CUS02427,1,EMP0025,InstaPay,Returned,9960.0,9290.0
ORD0006705,2022-04-26,20220426,CUS01787,3,EMP0076,Debit Card,Completed,1040.0,500.0
ORD0006565,2022-04-26,20220426,CUS01772,3,EMP0066,Credit Card,Completed,85.0,40.0
ORD0004127,2022-04-26,20220426,CUS00527,1,,  InstaPay  ,Completed,520.0,250.0
ORD0010507,2022-04-26,20220426,CUS00238,5,EMP0112,Fawry,Completed,10789.0,8300.0
ORD0002558,2022-04-26,20220426,CUS01046,9,EMP0149,Debit Card,Completed,3150.0,1520.0
ORD0004121,2022-04-27,20220427,CUS02071,13,EMP0190,Vodafone Cash,Completed,390.0,190.0
ORD0004981,2022-04-27,20220427,CUS01422,2,EMP0041,  Debit Card  ,Completed,1680.0,840.0
ORD0011314,2022-04-27,20220427,CUS00187,4,EMP0094,  InstaPay  ,Completed,480.0,240.0
ORD0003732,2022-04-27,20220427,CUS02651,2,EMP0051,Vodafone Cash,Completed,384.0,210.0
ORD0000868,2022-04-27,20220427,CUS00621,8,EMP0141,Fawry,Completed,1018.0,570.0
ORD0001973,2022-04-27,20220427,CUS02645,5,EMP0109,  Credit Card  ,Completed,224.0,140.0
ORD0006113,2022-04-27,20220427,CUS01168,5,EMP0108,InstaPay,Completed,152.0,70.0
ORD0011198,2022-04-27,20220427,CUS02808,10,EMP0160,  Credit Card  ,Completed,288.0,180.0
ORD0007557,2022-04-27,20220427,CUS01409,1,EMP0028,Vodafone Cash,Completed,1787.5,940.0
ORD0011663,2022-04-27,20220427,CUS00392,3,,InstaPay,Completed,682.5,400.0
ORD0011657,2022-04-27,20220427,CUS01085,8,EMP0139,Fawry,Completed,384.0,210.0
ORD0002540,2022-04-27,20220427,CUS01088,4,EMP0081,InstaPay,Completed,2364.0,1340.0
ORD0010263,2022-04-27,20220427,CUS02660,7,EMP0136,Credit Card,Completed,1264.0,650.0
ORD0010226,2022-04-27,20220427,CUS00851,2,EMP0032,Credit Card,Completed,7980.0,6290.0
ORD0001258,2022-04-27,20220427,CUS00670,4,EMP0084,InstaPay,Completed,450.0,210.0
ORD0007162,2022-04-27,20220427,CUS02680,6,EMP0114,Cash,Completed,408.0,210.0
ORD0001486,2022-04-27,20220427,CUS02566,9,EMP0146,Vodafone Cash,Completed,190.0,90.0
ORD0004264,2022-04-27,20220427,CUS02031,1,EMP0019,Cash,Completed,30782.0,24460.0
ORD0004509,2022-04-27,20220427,CUS01203,6,EMP0115,  Fawry  ,Returned,9333.0,8220.0
ORD0009707,2022-04-27,20220427,CUS01308,2,EMP0033,Fawry,Completed,126.0,70.0
ORD0001052,2022-04-28,20220428,CUS02698,8,EMP0139,Debit Card,Completed,280.0,140.0
ORD0010293,2022-04-28,20220428,CUS01324,5,EMP0103,  Vodafone Cash  ,Completed,1116.0,600.0
ORD0003413,2022-04-28,20220428,CUS00252,12,EMP0176,Debit Card,Completed,32457.0,25760.0
ORD0011805,2022-04-28,20220428,CUS02207,1,EMP0007,InstaPay,Completed,2278.0,1280.0
ORD0007419,2022-04-28,20220428,CUS01131,4,EMP0091,Fawry,Completed,127.5,70.0
ORD0009920,2022-04-28,20220428,CUS02416,5,EMP0095,Credit Card,Completed,3408.0,1950.0
ORD0011155,2022-04-28,20220428,CUS01626,10,EMP0153,InstaPay,Completed,16380.0,12930.0
ORD0002513,2022-04-28,20220428,CUS01156,12,EMP0175,Fawry,Completed,1027.0,520.0
ORD0000638,2022-04-28,20220428,CUS02393,1,EMP0016,InstaPay,Completed,959.5,490.0
ORD0010906,2022-04-29,20220429,CUS00625,3,EMP0061,  InstaPay  ,Completed,2127.5,1160.0
ORD0011297,2022-04-29,20220429,CUS02709,11,,Debit Card,Completed,4422.0,2300.0
ORD0011415,2022-04-29,20220429,CUS00881,6,EMP0123,Cash,Completed,12082.0,10420.0
ORD0005143,2022-04-29,20220429,CUS01774,7,EMP0134,InstaPay,Completed,578.0,340.0
ORD0004799,2022-04-29,20220429,CUS00755,2,EMP0038,Vodafone Cash,Completed,665.0,340.0
ORD0009888,2022-04-29,20220429,CUS02211,3,EMP0060,Debit Card,Returned,1425.0,730.0
ORD0011096,2022-04-29,20220429,CUS02254,9,EMP0151,  Vodafone Cash  ,Completed,228.0,110.0
ORD0007211,2022-04-29,20220429,CUS01489,15,EMP0211,  Vodafone Cash  ,Completed,1251.5,640.0
ORD0005575,2022-04-29,20220429,CUS01645,12,EMP0174,InstaPay,Completed,4500.0,4000.0
ORD0011997,2022-04-29,20220429,CUS02654,2,EMP0033,Fawry,Completed,1024.0,590.0
ORD0011375,2022-04-30,20220430,CUS02846,13,EMP0185,  Cash  ,Completed,440.0,200.0
ORD0004562,2022-04-30,20220430,CUS01884,7,EMP0130,Cash,Completed,940.0,460.0
ORD0005988,2022-04-30,20220430,CUS00460,14,EMP0203,  Cash  ,Completed,15000.0,12200.0
ORD0002629,2022-04-30,20220430,CUS02584,5,EMP0102,Fawry,Completed,840.0,400.0
ORD0004855,2022-04-30,20220430,CUS02825,5,EMP0107,  Cash  ,Completed,1936.0,980.0
ORD0004978,2022-04-30,20220430,CUS02036,10,EMP0159,InstaPay,Completed,1857.5,950.0
ORD0005804,2022-04-30,20220430,CUS02247,15,,Cash,Completed,510.0,240.0
ORD0004888,2022-04-30,20220430,CUS00745,4,EMP0090,Vodafone Cash,Completed,18000.0,16000.0
ORD0001422,2022-04-30,20220430,CUS00967,14,EMP0194,InstaPay,Completed,1154.0,700.0
ORD0006354,2022-04-30,20220430,CUS00531,2,EMP0036,  Vodafone Cash  ,Completed,1610.0,820.0
ORD0011926,2022-04-30,20220430,CUS02728,2,,Fawry,Completed,630.0,340.0
ORD0008916,2022-04-30,20220430,CUS00787,15,EMP0214,InstaPay,Completed,330.0,160.0
ORD0001987,2022-04-30,20220430,CUS00489,9,EMP0145,Vodafone Cash,Completed,108.0,60.0
ORD0008945,2022-04-30,20220430,CUS00278,13,EMP0189,Fawry,Completed,821.5,450.0
ORD0007007,2022-05-01,20220501,CUS02985,1,EMP0025,Cash,Completed,1024.0,500.0
ORD0002878,2022-05-01,20220501,CUS01289,7,EMP0130,Credit Card,Completed,142.5,70.0
ORD0008355,2022-05-01,20220501,CUS00674,11,EMP0171,Credit Card,Cancelled,260.0,120.0
ORD0005763,2022-05-01,20220501,CUS01142,5,EMP0098,Credit Card,Cancelled,4357.0,2570.0
ORD0010193,2022-05-01,20220501,CUS02612,1,EMP0004,  Fawry  ,Completed,510.0,250.0
ORD0011951,2022-05-01,20220501,CUS00742,6,EMP0122,  Cash  ,Completed,1209.5,670.0
ORD0009563,2022-05-01,20220501,CUS02376,8,EMP0138,InstaPay,Returned,12370.0,9680.0
ORD0011167,2022-05-01,20220501,CUS01931,3,EMP0061,Vodafone Cash,Completed,104.0,60.0
ORD0010064,2022-05-01,20220501,CUS01613,15,EMP0207,Credit Card,Completed,860.0,420.0
ORD0006261,2022-05-01,20220501,CUS01543,4,,Vodafone Cash,Completed,220.0,100.0
ORD0009287,2022-05-01,20220501,CUS00295,10,EMP0158,Debit Card,Completed,638.5,350.0
ORD0011822,2022-05-01,20220501,CUS01497,1,EMP0012,Vodafone Cash,Completed,4490.0,4910.0
ORD0010761,2022-05-01,20220501,CUS00034,1,EMP0014,InstaPay,Completed,1997.5,1040.0
ORD0003654,2022-05-01,20220501,CUS01609,2,EMP0047,Vodafone Cash,Completed,541.5,270.0
ORD0007659,2022-05-01,20220501,CUS01166,4,EMP0079,Vodafone Cash,Completed,1095.5,570.0
ORD0010289,2022-05-02,20220502,CUS02898,3,EMP0063,Cash,Completed,30000.0,24000.0
ORD0001515,2022-05-02,20220502,CUS02619,5,EMP0097,Credit Card,Completed,170.0,80.0
ORD0002980,2022-05-02,20220502,CUS02505,6,EMP0124,Credit Card,Completed,2349.0,1250.0
ORD0011785,2022-05-02,20220502,CUS01851,4,EMP0087,Vodafone Cash,Completed,337.5,220.0
ORD0005339,2022-05-02,20220502,CUS01292,4,EMP0093,Debit Card,Completed,85.5,40.0
ORD0005213,2022-05-02,20220502,CUS01216,1,EMP0020,Cash,Completed,408.0,230.0
ORD0002847,2022-05-02,20220502,CUS01261,2,EMP0049,Cash,Cancelled,11802.5,10800.0
ORD0001760,2022-05-02,20220502,CUS00146,15,EMP0213,InstaPay,Completed,212.5,120.0
ORD0004793,2022-05-02,20220502,CUS00650,4,EMP0085,Debit Card,Cancelled,981.0,570.0
ORD0010595,2022-05-02,20220502,CUS02193,4,EMP0081,  InstaPay  ,Completed,1054.0,600.0
ORD0008020,2022-05-02,20220502,CUS00984,14,EMP0199,Debit Card,Completed,952.0,570.0
ORD0004265,2022-05-02,20220502,CUS01071,11,EMP0168,Vodafone Cash,Completed,1133.0,560.0
ORD0000669,2022-05-02,20220502,CUS02844,1,EMP0019,Debit Card,Returned,80.0,40.0
ORD0005891,2022-05-03,20220503,CUS02754,3,EMP0063,InstaPay,Returned,468.0,260.0
ORD0007667,2022-05-03,20220503,CUS02841,1,EMP0024,InstaPay,Cancelled,6061.0,5140.0
ORD0001291,2022-05-03,20220503,CUS02871,5,EMP0105,Vodafone Cash,Completed,270.0,130.0
ORD0005627,2022-05-03,20220503,CUS00332,3,EMP0060,Cash,Completed,950.0,800.0
ORD0006087,2022-05-03,20220503,CUS01221,4,EMP0085,  Debit Card  ,Completed,3053.5,2750.0
ORD0009715,2022-05-03,20220503,CUS01913,1,EMP0015,  Cash  ,Returned,1079.0,610.0
ORD0005121,2022-05-03,20220503,CUS00290,3,EMP0055,  Fawry  ,Completed,133.0,70.0
ORD0009102,2022-05-04,20220504,CUS00206,2,,Debit Card,Completed,12000.0,12800.0
ORD0007177,2022-05-04,20220504,CUS01912,10,EMP0152,  Fawry  ,Returned,119.0,70.0
ORD0011656,2022-05-04,20220504,CUS01863,11,EMP0170,Debit Card,Completed,608.0,360.0
