return_id,order_id,return_date,return_reason,return_amount,refund_method,return_status
RET00333,ORD0003554,2024-06-09,Wrong Item Delivered,18637.0,Cash,Pending
RET00334,ORD0003564,2023-03-23,Size Issue,730.0,Vodafone Cash,Refunded
RET00335,ORD0003573,2023-01-25,Defective Product,26580.0,InstaPay,Refunded
RET00336,ORD0003590,2023-04-16,Duplicate Order,5900.0,Fawry,Rejected
RET00337,ORD0003614,2022-03-05,Wrong Item Delivered,3756.0,Fawry,Refunded
RET00338,ORD0003632,2024-09-10,Changed Mind,2193.0,Debit Card,Refunded
RET00339,ORD0003638,2022-06-14,Quality Issue,1440.0,Vodafone Cash,Refunded
RET00340,ORD0003680,2022-09-21,Wrong Item Delivered,600.0,InstaPay,Refunded
RET00341,ORD0003710,2024-04-29,Wrong Item Delivered,755.0,Credit Card,Pending
RET00342,ORD0003738,2024-07-12,Size Issue,252.0,Vodafone Cash,Refunded
RET00343,ORD0003776,2023-04-29,Duplicate Order,300.0,Credit Card,Rejected
RET00344,ORD0003778,2024-03-03,Wrong Item Delivered,500.0,InstaPay,Refunded
RET00345,ORD0003791,2024-08-05,Defective Product,1934.0,Debit Card,Refunded
RET00346,ORD0003795,2024-08-26,Defective Product,473.0,InstaPay,Refunded
RET00347,ORD0003802,2022-08-06,Size Issue,49106.0,InstaPay,Refunded
RET00348,ORD0003815,2022-10-01,Size Issue,1397.0,Vodafone Cash,Refunded
RET00349,ORD0003818,2022-12-06,Duplicate Order,1600.0,Vodafone Cash,Refunded
RET00350,ORD0003824,2022-08-31,Changed Mind,11920.0,Fawry,Refunded
RET00351,ORD0003829,2023-05-20,Size Issue,1632.0,Debit Card,Refunded
RET00352,ORD0003833,2023-08-21,Wrong Item Delivered,1044.0,Debit Card,Refunded
RET00353,ORD0003835,2022-10-24,Changed Mind,1120.0,InstaPay,Refunded
RET00354,ORD0003836,2022-10-05,Quality Issue,10775.0,Credit Card,Refunded
RET00355,ORD0003838,2024-05-12,Duplicate Order,50397.0,Vodafone Cash,Refunded
RET00356,ORD0003851,2023-11-19,Defective Product,153.0,Debit Card,Refunded
RET00357,ORD0003853,2022-07-04,Defective Product,893.5,Vodafone Cash,Pending
RET00358,ORD0003867,2022-12-02,Duplicate Order,520.0,Debit Card,Refunded
RET00359,ORD0003885,2022-01-08,Quality Issue,2101.5,InstaPay,Refunded
RET00360,ORD0003890,2023-12-18,Size Issue,9333.0,Credit Card,Refunded
RET00361,ORD0003900,2022-01-27,Duplicate Order,880.0,InstaPay,Refunded
RET00362,ORD0003907,2024-09-04,Defective Product,1504.0,Debit Card,Refunded
RET00363,ORD0003917,2022-10-29,Size Issue,51260.0,Fawry,Refunded
RET00364,ORD0003922,2022-09-21,Quality Issue,24759.0,Debit Card,Refunded
RET00365,ORD0003935,2023-09-08,Wrong Item Delivered,160.0,Vodafone Cash,Pending
RET00366,ORD0003947,2023-11-24,Changed Mind,11360.0,InstaPay,Refunded
RET00367,ORD0003948,2022-08-29,Size Issue,161.5,Fawry,Refunded
RET00368,ORD0003952,2023-03-27,Duplicate Order,399.0,Credit Card,Refunded
RET00369,ORD0003964,2023-12-06,Defective Product,285.0,Fawry,Refunded
RET00370,ORD0003967,2024-02-02,Quality Issue,2654.5,Cash,Refunded
RET00371,ORD0003968,2024-11-08,Wrong Item Delivered,80.0,InstaPay,Refunded
RET00372,ORD0003970,2024-02-19,Quality Issue,510.0,Cash,Refunded
RET00373,ORD0003975,2024-08-07,Changed Mind,2744.0,Vodafone Cash,Refunded
RET00374,ORD0003994,2024-02-14,Wrong Item Delivered,270.0,Cash,Pending
RET00375,ORD0003997,2024-11-28,Wrong Item Delivered,2996.0,Credit Card,Refunded
RET00376,ORD0004008,2024-07-11,Changed Mind,285.0,Fawry,Refunded
RET00377,ORD0004022,2023-10-11,Duplicate Order,470.0,Cash,Refunded
RET00378,ORD0004028,2022-06-05,Wrong Item Delivered,950.0,Fawry,Refunded
RET00379,ORD0004034,2024-07-17,Size Issue,1962.0,Vodafone Cash,Pending
RET00380,ORD0004052,2022-01-31,Defective Product,3742.0,Debit Card,Rejected
RET00381,ORD0004063,2023-02-10,Changed Mind,2440.0,Credit Card,Refunded
RET00382,ORD0004141,2024-07-09,Quality Issue,587.0,Debit Card,Refunded
RET00383,ORD0004168,2022-11-05,Size Issue,1476.5,Debit Card,Refunded
RET00384,ORD0004175,2023-06-08,Wrong Item Delivered,750.0,Credit Card,Refunded
RET00385,ORD0004194,2024-01-25,Quality Issue,21288.0,Cash,Refunded
RET00386,ORD0004196,2024-09-23,Quality Issue,263.5,Cash,Refunded
RET00387,ORD0004201,2022-06-12,Changed Mind,190.0,Cash,Refunded
RET00388,ORD0004206,2022-11-14,Quality Issue,39450.0,Credit Card,Refunded
RET00389,ORD0004216,2023-04-08,Size Issue,531.0,Vodafone Cash,Pending
RET00390,ORD0004218,2024-09-19,Quality Issue,1246.5,Cash,Refunded
RET00391,ORD0004227,2024-05-17,Defective Product,2154.0,Credit Card,Refunded
RET00392,ORD0004243,2022-06-13,Size Issue,731.5,Debit Card,Refunded
RET00393,ORD0004248,2023-06-11,Duplicate Order,2232.0,InstaPay,Refunded
RET00394,ORD0004269,2023-09-13,Changed Mind,378.0,Cash,Refunded
RET00395,ORD0004286,2024-04-24,Duplicate Order,5640.0,Cash,Refunded
RET00396,ORD0004314,2023-08-21,Wrong Item Delivered,2400.0,Fawry,Pending
RET00397,ORD0004327,2023-12-29,Changed Mind,627.0,InstaPay,Refunded
RET00398,ORD0004353,2023-11-16,Wrong Item Delivered,1838.5,Vodafone Cash,Refunded
RET00399,ORD0004360,2023-11-21,Size Issue,441.0,Fawry,Refunded
RET00400,ORD0004363,2023-05-03,Defective Product,223.5,Debit Card,Refunded
RET00401,ORD0004385,2023-09-11,Changed Mind,364.0,Fawry,Rejected
RET00402,ORD0004399,2023-06-19,Changed Mind,1872.0,Fawry,Refunded
RET00403,ORD0004409,2023-11-04,Defective Product,378.0,Debit Card,Refunded
RET00404,ORD0004417,2023-03-17,Duplicate Order,225.0,InstaPay,Refunded
RET00405,ORD0004423,2023-06-10,Wrong Item Delivered,228.0,InstaPay,Pending
RET00406,ORD0004426,2024-09-09,Changed Mind,10392.0,Vodafone Cash,Refunded
RET00407,ORD0004445,2022-07-10,Quality Issue,2366.0,Cash,Rejected
RET00408,ORD0004447,2022-09-20,Wrong Item Delivered,190.0,Vodafone Cash,Pending
RET00409,ORD0004494,2022-03-21,Duplicate Order,804.0,Credit Card,Refunded
RET00410,ORD0004503,2023-12-09,Quality Issue,21450.0,Debit Card,Refunded
RET00411,ORD0004509,2022-05-04,Size Issue,9333.0,Fawry,Refunded
RET00412,ORD0004510,2023-07-22,Quality Issue,270.0,Cash,Refunded
RET00413,ORD0004519,2023-06-23,Quality Issue,1271.5,Fawry,Refunded
RET00414,ORD0004526,2022-08-13,Size Issue,980.0,InstaPay,Refunded
RET00415,ORD0004535,2022-08-04,Wrong Item Delivered,38766.0,InstaPay,Refunded
RET00416,ORD0004543,2022-10-06,Changed Mind,1884.5,Cash,Rejected
RET00417,ORD0004544,2024-05-17,Wrong Item Delivered,690.0,Debit Card,Refunded
RET00418,ORD0004579,2023-03-10,Quality Issue,2337.5,InstaPay,Refunded
RET00419,ORD0004582,2023-09-01,Quality Issue,1650.0,Cash,Rejected
RET00420,ORD0004607,2022-10-19,Defective Product,835.5,Credit Card,Refunded
RET00421,ORD0004609,2023-12-17,Wrong Item Delivered,21390.0,Cash,Rejected
RET00422,ORD0004633,2023-04-08,Changed Mind,504.0,InstaPay,Refunded
RET00423,ORD0004647,2023-10-05,Defective Product,536.0,Credit Card,Refunded
RET00424,ORD0004656,2024-07-25,Changed Mind,3049.0,Debit Card,Refunded
RET00425,ORD0004668,2024-11-15,Wrong Item Delivered,1776.5,Credit Card,Refunded
RET00426,ORD0004681,2022-05-20,Changed Mind,8900.0,Fawry,Refunded
RET00427,ORD0004684,2024-08-31,Defective Product,468.0,Credit Card,Refunded
RET00428,ORD0004715,2023-10-24,Changed Mind,95870.0,Cash,Refunded
RET00429,ORD0004719,2024-08-04,Duplicate Order,8010.0,Credit Card,Refunded
RET00430,ORD0004729,2024-05-01,Duplicate Order,260.0,Debit Card,Rejected
RET00431,ORD0004732,2024-07-05,Size Issue,3216.0,Debit Card,Refunded
RET00432,ORD0004741,2023-12-20,Changed Mind,5872.0,Credit Card,Pending
RET00433,ORD0004745,2022-06-07,Wrong Item Delivered,210.0,Vodafone Cash,Refunded
RET00434,ORD0004753,2022-05-30,Changed Mind,120.0,Cash,Refunded
RET00435,ORD0004756,2023-02-03,Duplicate Order,210.0,Fawry,Refunded
RET00436,ORD0004772,2023-02-02,Size Issue,1962.5,Credit Card,Refunded
RET00437,ORD0004789,2023-07-21,Duplicate Order,2542.0,Cash,Pending
RET00438,ORD0004802,2023-05-23,Duplicate Order,579.5,Vodafone Cash,Refunded
RET00439,ORD0004803,2024-12-04,Size Issue,127.5,Fawry,Refunded
RET00440,ORD0004806,2024-01-22,Defective Product,437.0,Cash,Refunded
RET00441,ORD0004822,2022-03-04,Wrong Item Delivered,337.5,Fawry,Rejected
RET00442,ORD0004824,2022-10-19,Size Issue,1170.0,Vodafone Cash,Refunded
RET00443,ORD0004832,2022-10-21,Size Issue,24260.0,Credit Card,Refunded
RET00444,ORD0004844,2023-09-07,Duplicate Order,45143.0,Fawry,Refunded
RET00445,ORD0004860,2023-02-13,Quality Issue,120.0,Fawry,Rejected
RET00446,ORD0004884,2023-09-18,Wrong Item Delivered,384.0,Credit Card,Rejected
RET00447,ORD0004885,2023-06-20,Changed Mind,5945.0,Fawry,Pending
RET00448,ORD0004895,2024-06-13,Wrong Item Delivered,12025.0,Vodafone Cash,Refunded
RET00449,ORD0004897,2022-04-18,Wrong Item Delivered,991.0,InstaPay,Refunded
RET00450,ORD0004906,2022-08-28,Changed Mind,1046.5,Cash,Refunded
RET00451,ORD0004931,2022-09-08,Quality Issue,672.0,Debit Card,Refunded
RET00452,ORD0004953,2023-02-25,Quality Issue,612.0,Credit Card,Refunded
RET00453,ORD0004958,2023-07-21,Defective Product,35640.0,Cash,Refunded
RET00454,ORD0004974,2024-04-07,Duplicate Order,990.0,Cash,Rejected
RET00455,ORD0004989,2024-01-06,Duplicate Order,700.0,Vodafone Cash,Refunded
RET00456,ORD0004991,2023-05-17,Quality Issue,5756.0,Fawry,Refunded
RET00457,ORD0005003,2024-01-15,Defective Product,513.0,Debit Card,Refunded
RET00458,ORD0005010,2023-02-24,Defective Product,450.0,Credit Card,Refunded
RET00459,ORD0005016,2022-04-08,Duplicate Order,712.0,Vodafone Cash,Pending
RET00460,ORD0005040,2024-10-06,Changed Mind,437.0,Fawry,Rejected
RET00461,ORD0005042,2022-12-15,Defective Product,909.0,Cash,Pending
RET00462,ORD0005048,2023-05-26,Wrong Item Delivered,567.0,Vodafone Cash,Refunded
RET00463,ORD0005051,2024-12-08,Defective Product,1033.5,Credit Card,Refunded
RET00464,ORD0005076,2024-04-10,Quality Issue,140.0,Debit Card,Refunded
RET00465,ORD0005087,2023-01-28,Quality Issue,81.0,Fawry,Rejected
RET00466,ORD0005093,2023-12-13,Quality Issue,716.0,Debit Card,Pending
RET00467,ORD0005098,2023-04-27,Duplicate Order,1264.0,Vodafone Cash,Pending
RET00468,ORD0005122,2024-01-31,Changed Mind,546.0,Vodafone Cash,Refunded
RET00469,ORD0005156,2024-05-08,Duplicate Order,1051.0,Vodafone Cash,Pending
RET00470,ORD0005166,2023-12-09,Quality Issue,180.0,Debit Card,Rejected
RET00471,ORD0005169,2023-07-05,Duplicate Order,230.0,InstaPay,Refunded
RET00472,ORD0005191,2024-12-14,Duplicate Order,1280.0,Cash,Refunded
RET00473,ORD0005204,2022-09-13,Wrong Item Delivered,1440.0,Fawry,Pending
RET00474,ORD0005207,2022-02-01,Defective Product,895.0,Vodafone Cash,Refunded
RET00475,ORD0005219,2022-12-04,Defective Product,1752.0,Credit Card,Pending
RET00476,ORD0005223,2024-01-30,Wrong Item Delivered,592.0,Vodafone Cash,Refunded
RET00477,ORD0005232,2022-07-02,Wrong Item Delivered,1175.5,Credit Card,Refunded
RET00478,ORD0005234,2022-10-11,Duplicate Order,993.0,InstaPay,Refunded
RET00479,ORD0005241,2023-03-03,Duplicate Order,2380.0,Debit Card,Refunded
RET00480,ORD0005247,2024-06-17,Duplicate Order,15725.0,Cash,Refunded
RET00481,ORD0005248,2024-08-22,Wrong Item Delivered,20689.0,Credit Card,Refunded
RET00482,ORD0005257,2024-06-30,Defective Product,1200.0,Cash,Refunded
RET00483,ORD0005258,2024-07-11,Quality Issue,117.0,InstaPay,Refunded
RET00484,ORD0005268,2023-11-15,Size Issue,255.0,Cash,Refunded
RET00485,ORD0005274,2023-07-27,Size Issue,21161.0,InstaPay,Refunded
RET00486,ORD0005279,2023-12-13,Quality Issue,920.0,Credit Card,Refunded
RET00487,ORD0005283,2022-10-04,Defective Product,1288.0,Vodafone Cash,Refunded
RET00488,ORD0005289,2024-10-02,Duplicate Order,14700.0,Cash,Refunded
RET00489,ORD0005293,2024-05-05,Defective Product,144.0,Cash,Refunded
RET00490,ORD0005305,2024-09-13,Quality Issue,420.0,Cash,Refunded
RET00491,ORD0005353,2022-11-16,Changed Mind,11824.0,Vodafone Cash,Refunded
RET00492,ORD0005376,2024-04-29,Changed Mind,300.0,Fawry,Refunded
RET00493,ORD0005379,2023-03-26,Changed Mind,1785.5,Cash,Refunded
RET00494,ORD0005393,2023-01-05,Size Issue,456.0,Credit Card,Rejected
RET00495,ORD0005406,2023-01-05,Defective Product,270.0,Debit Card,Refunded
RET00496,ORD0005419,2023-02-23,Changed Mind,18180.0,Credit Card,Refunded
RET00497,ORD0005425,2023-04-09,Changed Mind,280.5,InstaPay,Refunded
RET00498,ORD0005428,2023-07-27,Size Issue,590.5,Debit Card,Pending
RET00499,ORD0005429,2024-12-31,Defective Product,1435.5,Fawry,Refunded
RET00500,ORD0005436,2024-04-27,Changed Mind,615.0,Credit Card,Pending
RET00501,ORD0005438,2022-02-08,Wrong Item Delivered,208.0,Debit Card,Refunded
RET00502,ORD0005452,2023-04-06,Size Issue,507.5,Debit Card,Refunded
RET00503,ORD0005458,2024-10-20,Size Issue,693.0,Vodafone Cash,Refunded
RET00504,ORD0005461,2024-07-30,Duplicate Order,2927.0,Debit Card,Refunded
RET00505,ORD0005495,2022-04-16,Size Issue,2170.0,Fawry,Pending
RET00506,ORD0005524,2022-08-13,Changed Mind,684.0,Debit Card,Refunded
RET00507,ORD0005546,2022-09-11,Duplicate Order,655.5,InstaPay,Pending
RET00508,ORD0005552,2024-01-05,Changed Mind,405.0,Vodafone Cash,Refunded
RET00509,ORD0005564,2022-03-22,Defective Product,1052.0,InstaPay,Pending
RET00510,ORD0005585,2023-12-15,Defective Product,760.0,Fawry,Refunded
RET00511,ORD0005602,2023-09-08,Duplicate Order,520.0,Fawry,Pending
RET00512,ORD0005603,2022-04-10,Changed Mind,3920.0,Cash,Refunded
RET00513,ORD0005620,2022-03-20,Quality Issue,11334.0,Cash,Refunded
RET00514,ORD0005621,2024-09-02,Defective Product,270.0,InstaPay,Refunded
RET00515,ORD0005646,2024-07-10,Size Issue,1288.5,Cash,Pending
RET00516,ORD0005673,2022-03-17,Wrong Item Delivered,810.0,Vodafone Cash,Refunded
RET00517,ORD0005675,2024-05-19,Duplicate Order,3705.0,Fawry,Refunded
RET00518,ORD0005679,2022-08-10,Defective Product,13360.0,Fawry,Refunded
RET00519,ORD0005685,2022-09-10,Changed Mind,370.0,InstaPay,Refunded
RET00520,ORD0005687,2023-06-16,Size Issue,1153.0,InstaPay,Refunded
RET00521,ORD0005688,2023-10-08,Size Issue,2080.0,Vodafone Cash,Refunded
RET00522,ORD0005698,2022-01-13,Quality Issue,522.0,Debit Card,Rejected
RET00523,ORD0005700,2024-08-25,Changed Mind,494.0,InstaPay,Refunded
RET00524,ORD0005706,2023-06-25,Duplicate Order,1080.0,Debit Card,Refunded
RET00525,ORD0005710,2022-10-18,Quality Issue,720.0,Fawry,Pending
RET00526,ORD0005723,2024-08-18,Wrong Item Delivered,2932.0,Debit Card,Pending
RET00527,ORD0005743,2024-12-30,Quality Issue,1410.0,Debit Card,Pending
RET00528,ORD0005755,2023-02-04,Quality Issue,450.0,InstaPay,Refunded
RET00529,ORD0005756,2022-12-29,Size Issue,162.0,InstaPay,Refunded
RET00530,ORD0005760,2023-10-20,Duplicate Order,160.0,Cash,Refunded
RET00531,ORD0005778,2022-01-24,Changed Mind,2888.0,Fawry,Refunded
RET00532,ORD0005780,2022-03-08,Wrong Item Delivered,12788.5,Credit Card,Pending
RET00533,ORD0005781,2023-07-13,Duplicate Order,140.0,Vodafone Cash,Refunded
RET00534,ORD0005789,2024-08-18,Changed Mind,19800.0,InstaPay,Rejected
RET00535,ORD0005791,2022-04-17,Duplicate Order,700.0,Vodafone Cash,Refunded
RET00536,ORD0005795,2024-04-13,Size Issue,142.5,InstaPay,Refunded
RET00537,ORD0005812,2022-07-28,Changed Mind,300.0,InstaPay,Refunded
RET00538,ORD0005813,2024-08-13,Changed Mind,11071.0,Fawry,Refunded
RET00539,ORD0005828,2023-05-26,Duplicate Order,12540.0,Fawry,Refunded
RET00540,ORD0005830,2023-06-17,Size Issue,2528.0,Fawry,Refunded
RET00541,ORD0005835,2022-09-07,Defective Product,142.5,Vodafone Cash,Refunded
RET00542,ORD0005849,2023-05-06,Quality Issue,851.0,InstaPay,Refunded
RET00543,ORD0005863,2023-03-13,Size Issue,2800.0,InstaPay,Refunded
RET00544,ORD0005874,2022-07-29,Changed Mind,160.0,Fawry,Refunded
RET00545,ORD0005879,2024-02-27,Wrong Item Delivered,756.0,Fawry,Refunded
RET00546,ORD0005890,2022-11-26,Quality Issue,1880.0,Fawry,Refunded
RET00547,ORD0005891,2022-05-04,Size Issue,468.0,InstaPay,Refunded
RET00548,ORD0005898,2024-09-05,Defective Product,1967.0,Debit Card,Pending
RET00549,ORD0005902,2022-09-10,Changed Mind,782.0,Vodafone Cash,Refunded
RET00550,ORD0005923,2022-12-29,Quality Issue,2125.5,InstaPay,Rejected
RET00551,ORD0005941,2024-05-19,Wrong Item Delivered,2717.5,Cash,Refunded
RET00552,ORD0005963,2022-08-11,Quality Issue,640.0,Debit Card,Refunded
RET00553,ORD0005997,2022-12-27,Defective Product,840.0,Vodafone Cash,Refunded
RET00554,ORD0006005,2022-04-26,Size Issue,127.5,Vodafone Cash,Refunded
RET00555,ORD0006007,2024-09-01,Size Issue,581.0,Cash,Refunded
RET00556,ORD0006009,2023-09-14,Defective Product,399.0,Debit Card,Refunded
RET00557,ORD0006011,2023-01-10,Defective Product,1140.0,Credit Card,Refunded
RET00558,ORD0006013,2024-04-01,Quality Issue,140.0,Debit Card,Refunded
RET00559,ORD0006041,2023-07-22,Size Issue,360.0,Credit Card,Refunded
RET00560,ORD0006053,2022-08-29,Quality Issue,3003.0,Vodafone Cash,Pending
RET00561,ORD0006056,2024-11-16,Wrong Item Delivered,1657.0,InstaPay,Refunded
RET00562,ORD0006057,2024-10-08,Size Issue,13080.0,Vodafone Cash,Refunded
RET00563,ORD0006072,2023-07-18,Defective Product,130.0,Debit Card,Refunded
RET00564,ORD0006089,2022-11-14,Defective Product,850.0,Debit Card,Refunded
RET00565,ORD0006094,2024-06-09,Wrong Item Delivered,2535.0,Credit Card,Refunded
RET00566,ORD0006109,2024-06-30,Wrong Item Delivered,1356.0,Vodafone Cash,Refunded
RET00567,ORD0006126,2022-05-15,Wrong Item Delivered,624.0,Fawry,Refunded
RET00568,ORD0006143,2024-04-08,Duplicate Order,280.0,InstaPay,Refunded
RET00569,ORD0006156,2023-12-06,Defective Product,3422.5,Cash,Refunded
RET00570,ORD0006164,2022-09-30,Size Issue,480.0,Debit Card,Refunded
RET00571,ORD0006167,2023-12-01,Wrong Item Delivered,1120.0,Fawry,Refunded
RET00572,ORD0006182,2022-05-28,Changed Mind,1230.0,InstaPay,Refunded
RET00573,ORD0006187,2023-04-14,Size Issue,873.0,Credit Card,Refunded
RET00574,ORD0006200,2024-04-25,Size Issue,1052.0,Credit Card,Refunded
RET00575,ORD0006214,2022-03-18,Changed Mind,1158.0,InstaPay,Refunded
RET00576,ORD0006231,2023-01-16,Duplicate Order,680.0,Vodafone Cash,Refunded
RET00577,ORD0006270,2022-05-26,Defective Product,272.0,Cash,Refunded
RET00578,ORD0006279,2024-07-13,Defective Product,231.0,Credit Card,Refunded
RET00579,ORD0006284,2023-04-02,Size Issue,1938.0,Fawry,Rejected
RET00580,ORD0006296,2024-04-24,Defective Product,764.0,Cash,Refunded
RET00581,ORD0006306,2022-08-10,Size Issue,333.0,InstaPay,Pending
RET00582,ORD0006309,2024-07-15,Defective Product,190.0,Cash,Refunded
RET00583,ORD0006325,2024-09-24,Defective Product,720.0,Fawry,Refunded
RET00584,ORD0006326,2024-06-24,Defective Product,11740.0,InstaPay,Refunded
RET00585,ORD0006338,2023-02-12,Size Issue,1660.0,Vodafone Cash,Refunded
RET00586,ORD0006344,2023-12-09,Defective Product,142.5,Cash,Pending
RET00587,ORD0006351,2022-04-05,Wrong Item Delivered,1434.0,Fawry,Refunded
RET00588,ORD0006371,2023-04-13,Wrong Item Delivered,598.0,Cash,Refunded
RET00589,ORD0006390,2024-01-08,Changed Mind,980.0,Debit Card,Refunded
RET00590,ORD0006393,2023-07-14,Changed Mind,287.0,Credit Card,Pending
RET00591,ORD0006402,2023-05-29,Wrong Item Delivered,1326.5,Fawry,Pending
RET00592,ORD0006410,2022-01-29,Defective Product,453.0,InstaPay,Refunded
RET00593,ORD0006424,2022-12-23,Defective Product,2180.0,Vodafone Cash,Refunded
RET00594,ORD0006430,2022-04-04,Changed Mind,128.0,Vodafone Cash,Refunded
RET00595,ORD0006431,2024-08-02,Defective Product,17575.0,Debit Card,Refunded
RET00596,ORD0006433,2024-01-14,Duplicate Order,306.0,Fawry,Refunded
RET00597,ORD0006436,2022-05-26,Changed Mind,37740.0,Debit Card,Refunded
RET00598,ORD0006463,2024-11-28,Duplicate Order,1076.0,InstaPay,Pending
RET00599,ORD0006479,2024-09-05,Duplicate Order,855.0,Credit Card,Refunded
RET00600,ORD0006486,2024-05-13,Quality Issue,828.0,Credit Card,Refunded
RET00601,ORD0006488,2022-01-19,Changed Mind,863.0,Fawry,Refunded
RET00602,ORD0006519,2024-12-15,Defective Product,860.0,Cash,Refunded
RET00603,ORD0006520,2024-11-13,Quality Issue,731.5,Fawry,Pending
RET00604,ORD0006561,2024-07-09,Size Issue,32885.0,Credit Card,Refunded
RET00605,ORD0006562,2024-11-21,Quality Issue,1930.0,Debit Card,Refunded
RET00606,ORD0006580,2024-04-17,Duplicate Order,18033.0,InstaPay,Rejected
RET00607,ORD0006591,2022-09-16,Wrong Item Delivered,5000.0,Debit Card,Refunded
RET00608,ORD0006598,2022-09-12,Defective Product,1870.0,Vodafone Cash,Refunded
RET00609,ORD0006599,2024-11-04,Wrong Item Delivered,2240.0,Vodafone Cash,Refunded
RET00610,ORD0006611,2023-05-03,Wrong Item Delivered,1250.0,Cash,Refunded
RET00611,ORD0006645,2022-06-19,Quality Issue,520.0,InstaPay,Refunded
RET00612,ORD0006668,2023-03-14,Size Issue,1449.0,Vodafone Cash,Rejected
RET00613,ORD0006670,2022-02-24,Wrong Item Delivered,740.0,Debit Card,Pending
RET00614,ORD0006678,2023-05-25,Wrong Item Delivered,1554.0,Cash,Refunded
RET00615,ORD0006694,2024-10-28,Changed Mind,3994.0,Credit Card,Refunded
RET00616,ORD0006696,2023-11-04,Quality Issue,13989.0,Credit Card,Refunded
RET00617,ORD0006698,2023-10-11,Defective Product,1445.5,Cash,Refunded
RET00618,ORD0006725,2022-10-04,Wrong Item Delivered,370.0,InstaPay,Refunded
RET00619,ORD0006726,2024-06-09,Size Issue,864.0,Debit Card,Refunded
RET00620,ORD0006736,2023-09-20,Changed Mind,1290.0,Cash,Refunded
RET00621,ORD0006758,2023-07-13,Defective Product,960.0,Credit Card,Refunded
RET00622,ORD0006770,2023-07-06,Duplicate Order,700.0,InstaPay,Rejected
RET00623,ORD0006785,2024-07-13,Wrong Item Delivered,20628.0,Fawry,Refunded
RET00624,ORD0006800,2023-05-31,Defective Product,1394.0,Fawry,Rejected
RET00625,ORD0006804,2023-03-14,Wrong Item Delivered,1184.0,Cash,Refunded
RET00626,ORD0006807,2024-03-30,Wrong Item Delivered,1496.0,Fawry,Refunded
RET00627,ORD0006823,2022-10-15,Defective Product,322.5,Vodafone Cash,Refunded
RET00628,ORD0006845,2023-04-01,Wrong Item Delivered,399.5,Cash,Refunded
RET00629,ORD0006851,2024-07-12,Defective Product,160.0,Credit Card,Refunded
RET00630,ORD0006866,2024-03-27,Quality Issue,2460.0,Credit Card,Refunded
RET00631,ORD0006877,2023-01-13,Changed Mind,320.0,Fawry,Pending
RET00632,ORD0006880,2023-02-11,Duplicate Order,260.0,Fawry,Refunded
RET00633,ORD0006883,2022-04-24,Duplicate Order,3720.0,Cash,Rejected
RET00634,ORD0006922,2024-04-19,Defective Product,2253.5,Debit Card,Refunded
RET00635,ORD0006953,2023-09-21,Quality Issue,136.0,Cash,Pending
RET00636,ORD0006961,2024-11-18,Defective Product,456.0,Cash,Refunded
RET00637,ORD0006963,2022-03-13,Defective Product,12665.0,Vodafone Cash,Pending
RET00638,ORD0006964,2022-10-16,Defective Product,8109.5,Cash,Rejected
RET00639,ORD0006983,2022-12-11,Changed Mind,380.0,Debit Card,Refunded
RET00640,ORD0006995,2022-08-14,Quality Issue,90.0,Cash,Refunded
RET00641,ORD0007003,2024-03-26,Defective Product,698.0,Cash,Pending
RET00642,ORD0007009,2024-01-28,Changed Mind,1004.0,Vodafone Cash,Refunded
RET00643,ORD0007012,2022-01-13,Defective Product,270.0,InstaPay,Pending
RET00644,ORD0007024,2022-07-19,Changed Mind,480.0,InstaPay,Refunded
RET00645,ORD0007026,2022-04-29,Defective Product,1180.0,Credit Card,Refunded
RET00646,ORD0007047,2024-07-01,Defective Product,408.0,Cash,Refunded
RET00647,ORD0007059,2022-01-26,Duplicate Order,1327.0,Debit Card,Pending
RET00648,ORD0007060,2022-04-19,Wrong Item Delivered,1036.0,Cash,Refunded
RET00649,ORD0007061,2023-07-23,Wrong Item Delivered,1372.0,Credit Card,Rejected
RET00650,ORD0007063,2023-07-27,Defective Product,1171.0,Vodafone Cash,Pending
RET00651,ORD0007065,2023-11-24,Duplicate Order,1136.0,InstaPay,Pending
RET00652,ORD0007076,2022-07-25,Duplicate Order,720.0,Fawry,Refunded
RET00653,ORD0007104,2023-05-12,Size Issue,532.0,Cash,Refunded
RET00654,ORD0007105,2023-09-07,Changed Mind,840.0,Fawry,Refunded
RET00655,ORD0007112,2023-10-02,Quality Issue,1216.0,Cash,Refunded
RET00656,ORD0007121,2024-02-23,Wrong Item Delivered,936.5,Cash,Refunded
RET00657,ORD0007128,2022-09-15,Size Issue,6224.0,Vodafone Cash,Refunded
RET00658,ORD0007129,2022-02-17,Quality Issue,180.0,Debit Card,Refunded
RET00659,ORD0007135,2022-10-06,Quality Issue,350.0,Vodafone Cash,Refunded
RET00660,ORD0007177,2022-05-06,Size Issue,119.0,Fawry,Pending
RET00661,ORD0007202,2024-01-17,Wrong Item Delivered,1043.0,Vodafone Cash,Refunded
RET00662,ORD0007216,2023-01-13,Quality Issue,1848.0,Credit Card,Refunded
RET00663,ORD0007223,2023-07-12,Duplicate Order,300.0,InstaPay,Refunded
RET00664,ORD0007274,2022-11-20,Defective Product,911.0,Credit Card,Refunded
RET00665,ORD0007281,2023-08-15,Wrong Item Delivered,699.0,Cash,Rejected
RET00666,ORD0007293,2022-03-24,Duplicate Order,6847.0,Cash,Refunded
