detail_id,order_id,product_id,quantity,unit_price,discount_pct,selling_price,unit_cost,line_total_revenue,line_total_cost
DTL0002442,ORD0001185,CLT0104,1,160,0,160.0,70,160.0,70
DTL0002443,ORD0001186,CLT0198,1,240,0,240.0,110,240.0,110
DTL0002444,ORD0001186,ELC0344,2,13200,20,10560.0,10500,21120.0,21000
DTL0002445,ORD0001186,CLT0227,3,300,15,255.0,150,765.0,450
DTL0002446,ORD0001186,CLT0153,1,800,5,760.0,390,760.0,390
DTL0002447,ORD0001186,CLT0018,2,150,5,142.5,70,285.0,140
DTL0002448,ORD0001187,CLT0082,1,270,10,243.0,130,243.0,130
DTL0002449,ORD0001188,CLT0218,1,520,15,442.0,260,442.0,260
DTL0002450,ORD0001188,CLT0043,3,230,15,195.5,110,586.5,330
DTL0002451,ORD0001188,CLT0123,2,200,15,170.0,100,340.0,200
DTL0002452,ORD0001188,CLT0096,1,260,0,260.0,130,260.0,130
DTL0002453,ORD0001188,CLT0019,1,140,0,140.0,70,140.0,70
DTL0002454,ORD0001189,CLT0244,1,370,5,351.5,180,351.5,180
DTL0002455,ORD0001190,CLT0305,1,130,5,123.5,60,123.5,60
DTL0002456,ORD0001190,CLT0225,1,160,5,152.0,70,152.0,70
DTL0002457,ORD0001191,CLT0253,1,190,5,180.5,90,180.5,90
DTL0002458,ORD0001192,CLT0010,1,90,0,90.0,40,90.0,40
DTL0002459,ORD0001192,ELC0311,1,18600,0,18600.0,14900,18600.0,14900
DTL0002460,ORD0001192,CLT0207,1,240,10,216.0,110,216.0,110
DTL0002461,ORD0001192,CLT0079,1,280,15,238.0,140,238.0,140
DTL0002462,ORD0001193,CLT0166,1,460,0,460.0,230,460.0,230
DTL0002463,ORD0001194,CLT0244,3,370,5,351.5,180,1054.5,540
DTL0002464,ORD0001195,CLT0188,1,610,20,488.0,300,488.0,300
DTL0002465,ORD0001196,CLT0260,1,270,10,243.0,130,243.0,130
DTL0002466,ORD0001197,CLT0216,1,520,0,520.0,250,520.0,250
DTL0002467,ORD0001197,CLT0137,1,330,10,297.0,160,297.0,160
DTL0002468,ORD0001198,CLT0078,1,300,0,300.0,150,300.0,150
DTL0002469,ORD0001199,CLT0240,4,360,0,360.0,170,1440.0,680
DTL0002470,ORD0001199,CLT0117,2,200,15,170.0,100,340.0,200
DTL0002471,ORD0001200,CLT0135,3,360,15,306.0,170,918.0,510
DTL0002472,ORD0001201,CLT0235,1,360,10,324.0,180,324.0,180
DTL0002473,ORD0001202,CLT0158,1,780,0,780.0,380,780.0,380
DTL0002474,ORD0001202,CLT0268,1,250,25,187.5,120,187.5,120
DTL0002475,ORD0001202,CLT0223,1,100,10,90.0,40,90.0,40
DTL0002476,ORD0001203,CLT0156,1,850,0,850.0,420,850.0,420
DTL0002477,ORD0001204,CLT0008,1,90,20,72.0,40,72.0,40
DTL0002478,ORD0001204,CLT0206,2,250,20,200.0,120,400.0,240
DTL0002479,ORD0001204,CLT0284,3,480,0,480.0,230,1440.0,690
DTL0002480,ORD0001205,CLT0117,1,200,0,200.0,100,200.0,100
DTL0002481,ORD0001205,CLT0244,2,370,10,333.0,180,666.0,360
DTL0002482,ORD0001206,CLT0094,3,300,5,285.0,140,855.0,420
DTL0002483,ORD0001206,CLT0146,4,490,15,416.5,240,1666.0,960
DTL0002484,ORD0001206,CLT0029,2,160,30,112.0,70,224.0,140
DTL0002485,ORD0001206,CLT0193,2,720,5,684.0,350,1368.0,700
DTL0002486,ORD0001207,CLT0169,1,450,0,450.0,220,450.0,220
DTL0002487,ORD0001208,CLT0068,1,300,0,300.0,150,300.0,150
DTL0002488,ORD0001209,CLT0009,1,90,25,67.5,40,67.5,40
DTL0002489,ORD0001209,CLT0233,1,370,10,333.0,180,333.0,180
DTL0002490,ORD0001210,CLT0142,2,490,0,490.0,240,980.0,480
DTL0002491,ORD0001211,CLT0219,1,590,10,531.0,290,531.0,290
DTL0002492,ORD0001211,CLT0026,4,150,20,120.0,70,480.0,280
DTL0002493,ORD0001211,ELC0328,1,2000,20,1600.0,1600,1600.0,1600
DTL0002494,ORD0001211,CLT0091,2,270,5,256.5,130,513.0,260
DTL0002495,ORD0001211,CLT0071,1,300,0,300.0,140,300.0,140
DTL0002496,ORD0001212,CLT0022,2,150,25,112.5,70,225.0,140
DTL0002497,ORD0001212,CLT0276,1,150,10,135.0,70,135.0,70
DTL0002498,ORD0001213,CLT0196,1,730,0,730.0,360,730.0,360
DTL0002499,ORD0001213,CLT0276,1,150,0,150.0,70,150.0,70
DTL0002500,ORD0001214,CLT0276,1,150,0,150.0,70,150.0,70
DTL0002501,ORD0001214,CLT0199,3,270,0,270.0,130,810.0,390
DTL0002502,ORD0001214,CLT0290,1,420,0,420.0,210,420.0,210
DTL0002503,ORD0001215,CLT0240,1,360,0,360.0,170,360.0,170
DTL0002504,ORD0001216,CLT0172,4,430,0,430.0,210,1720.0,840
DTL0002505,ORD0001216,CLT0118,1,200,30,140.0,90,140.0,90
DTL0002506,ORD0001217,CLT0168,1,460,15,391.0,220,391.0,220
DTL0002507,ORD0001217,CLT0201,2,260,15,221.0,130,442.0,260
DTL0002508,ORD0001218,CLT0040,2,210,10,189.0,100,378.0,200
DTL0002509,ORD0001219,CLT0131,2,330,5,313.5,160,627.0,320
DTL0002510,ORD0001220,CLT0242,1,370,5,351.5,180,351.5,180
DTL0002511,ORD0001220,CLT0209,4,520,0,520.0,250,2080.0,1000
DTL0002512,ORD0001221,CLT0056,3,160,10,144.0,80,432.0,240
DTL0002513,ORD0001221,CLT0257,1,240,30,168.0,120,168.0,120
DTL0002514,ORD0001221,CLT0189,3,680,5,646.0,340,1938.0,1020
DTL0002515,ORD0001222,CLT0208,1,240,5,228.0,110,228.0,110
DTL0002516,ORD0001222,CLT0118,1,200,0,200.0,90,200.0,90
DTL0002517,ORD0001223,CLT0211,3,550,0,550.0,270,1650.0,810
DTL0002518,ORD0001223,CLT0178,1,610,10,549.0,300,549.0,300
DTL0002519,ORD0001223,CLT0251,1,190,25,142.5,90,142.5,90
DTL0002520,ORD0001223,CLT0020,3,140,15,119.0,70,357.0,210
DTL0002521,ORD0001224,CLT0305,1,130,10,117.0,60,117.0,60
DTL0002522,ORD0001224,CLT0211,2,550,0,550.0,270,1100.0,540
DTL0002523,ORD0001225,CLT0004,1,90,0,90.0,40,90.0,40
DTL0002524,ORD0001226,CLT0263,1,240,10,216.0,120,216.0,120
DTL0002525,ORD0001226,CLT0198,1,240,15,204.0,110,204.0,110
DTL0002526,ORD0001227,CLT0295,1,120,0,120.0,60,120.0,60
DTL0002527,ORD0001227,CLT0146,1,490,30,343.0,240,343.0,240
DTL0002528,ORD0001228,ELC0340,1,600,10,540.0,500,540.0,500
DTL0002529,ORD0001228,CLT0004,3,90,0,90.0,40,270.0,120
DTL0002530,ORD0001228,CLT0297,1,130,10,117.0,60,117.0,60
DTL0002531,ORD0001228,CLT0173,4,480,0,480.0,230,1920.0,920
DTL0002532,ORD0001229,CLT0050,1,160,0,160.0,70,160.0,70
DTL0002533,ORD0001230,CLT0084,1,300,5,285.0,140,285.0,140
DTL0002534,ORD0001230,CLT0142,2,490,10,441.0,240,882.0,480
DTL0002535,ORD0001230,CLT0211,2,550,10,495.0,270,990.0,540
DTL0002536,ORD0001231,ELC0319,2,12200,20,9760.0,9800,19520.0,19600
DTL0002537,ORD0001231,ELC0339,2,800,5,760.0,700,1520.0,1400
DTL0002538,ORD0001231,CLT0034,1,230,0,230.0,110,230.0,110
DTL0002539,ORD0001231,CLT0004,4,90,0,90.0,40,360.0,160
DTL0002540,ORD0001231,CLT0241,1,340,15,289.0,160,289.0,160
DTL0002541,ORD0001232,CLT0040,1,210,10,189.0,100,189.0,100
DTL0002542,ORD0001232,ELC0340,4,600,15,510.0,500,2040.0,2000
DTL0002543,ORD0001232,CLT0026,4,150,0,150.0,70,600.0,280
DTL0002544,ORD0001233,CLT0031,1,160,20,128.0,70,128.0,70
DTL0002545,ORD0001233,CLT0220,4,540,0,540.0,270,2160.0,1080
DTL0002546,ORD0001234,CLT0120,4,190,0,190.0,90,760.0,360
DTL0002547,ORD0001234,CLT0129,1,350,0,350.0,170,350.0,170
DTL0002548,ORD0001235,CLT0109,1,140,0,140.0,70,140.0,70
DTL0002549,ORD0001235,CLT0117,2,200,10,180.0,100,360.0,200
DTL0002550,ORD0001235,CLT0014,1,80,0,80.0,40,80.0,40
DTL0002551,ORD0001236,CLT0032,2,150,10,135.0,70,270.0,140
DTL0002552,ORD0001237,CLT0252,1,190,10,171.0,90,171.0,90
DTL0002553,ORD0001238,CLT0298,3,130,10,117.0,60,351.0,180
DTL0002554,ORD0001238,ELC0321,3,10900,5,10355.0,8700,31065.0,26100
DTL0002555,ORD0001238,CLT0082,2,270,5,256.5,130,513.0,260
DTL0002556,ORD0001239,CLT0292,1,430,10,387.0,210,387.0,210
DTL0002557,ORD0001239,CLT0276,4,150,5,142.5,70,570.0,280
DTL0002558,ORD0001240,CLT0194,1,700,25,525.0,340,525.0,340
DTL0002559,ORD0001240,CLT0231,1,340,10,306.0,160,306.0,160
DTL0002560,ORD0001240,CLT0155,1,810,0,810.0,400,810.0,400
DTL0002561,ORD0001240,CLT0161,1,770,0,770.0,380,770.0,380
DTL0002562,ORD0001241,ELC0317,4,15900,0,15900.0,12700,63600.0,50800
DTL0002563,ORD0001242,CLT0071,1,300,0,300.0,140,300.0,140
DTL0002564,ORD0001243,CLT0256,4,210,0,210.0,100,840.0,400
DTL0002565,ORD0001243,CLT0038,1,210,0,210.0,100,210.0,100
DTL0002566,ORD0001243,ELC0320,1,13200,10,11880.0,10500,11880.0,10500
DTL0002567,ORD0001243,CLT0094,1,300,10,270.0,140,270.0,140
DTL0002568,ORD0001244,CLT0099,1,150,15,127.5,70,127.5,70
DTL0002569,ORD0001245,CLT0015,3,90,10,81.0,40,243.0,120
DTL0002570,ORD0001245,CLT0297,1,130,5,123.5,60,123.5,60
DTL0002571,ORD0001245,CLT0286,1,440,0,440.0,220,440.0,220
DTL0002572,ORD0001245,CLT0300,4,140,10,126.0,60,504.0,240
DTL0002573,ORD0001246,CLT0031,1,160,10,144.0,70,144.0,70
DTL0002574,ORD0001247,CLT0096,1,260,5,247.0,130,247.0,130
DTL0002575,ORD0001248,CLT0296,3,120,0,120.0,60,360.0,180
DTL0002576,ORD0001249,CLT0164,1,800,5,760.0,400,760.0,400
DTL0002577,ORD0001250,CLT0124,1,190,0,190.0,90,190.0,90
DTL0002578,ORD0001250,CLT0177,1,630,10,567.0,310,567.0,310
DTL0002579,ORD0001251,CLT0257,1,240,10,216.0,120,216.0,120
DTL0002580,ORD0001252,CLT0130,2,360,10,324.0,170,648.0,340
DTL0002581,ORD0001252,CLT0141,2,490,25,367.5,240,735.0,480
DTL0002582,ORD0001253,CLT0107,3,150,0,150.0,70,450.0,210
DTL0002583,ORD0001253,CLT0075,3,280,5,266.0,140,798.0,420
DTL0002584,ORD0001253,CLT0042,3,220,20,176.0,100,528.0,300
DTL0002585,ORD0001254,CLT0052,1,170,10,153.0,80,153.0,80
DTL0002586,ORD0001254,ELC0328,2,2000,10,1800.0,1600,3600.0,3200
DTL0002587,ORD0001254,CLT0016,1,90,30,63.0,40,63.0,40
DTL0002588,ORD0001255,CLT0146,2,490,10,441.0,240,882.0,480
DTL0002589,ORD0001255,ELC0313,1,5000,0,5000.0,4000,5000.0,4000
DTL0002590,ORD0001255,CLT0280,1,150,0,150.0,70,150.0,70
DTL0002591,ORD0001255,CLT0281,1,470,0,470.0,230,470.0,230
DTL0002592,ORD0001256,ELC0319,1,12200,20,9760.0,9800,9760.0,9800
DTL0002593,ORD0001256,CLT0128,1,360,0,360.0,180,360.0,180
DTL0002594,ORD0001256,CLT0194,2,700,0,700.0,340,1400.0,680
DTL0002595,ORD0001257,CLT0289,1,480,10,432.0,230,432.0,230
DTL0002596,ORD0001257,CLT0074,1,300,5,285.0,140,285.0,140
DTL0002597,ORD0001257,CLT0008,1,90,0,90.0,40,90.0,40
DTL0002598,ORD0001257,CLT0186,2,630,5,598.5,310,1197.0,620
DTL0002599,ORD0001258,CLT0108,3,150,0,150.0,70,450.0,210
DTL0002600,ORD0001259,CLT0036,2,220,0,220.0,100,440.0,200
DTL0002601,ORD0001259,CLT0070,1,280,0,280.0,140,280.0,140
DTL0002602,ORD0001260,CLT0165,2,440,0,440.0,220,880.0,440
DTL0002603,ORD0001261,CLT0028,4,150,0,150.0,70,600.0,280
DTL0002604,ORD0001262,ELC0323,3,11200,25,8400.0,8900,25200.0,26700
DTL0002605,ORD0001262,CLT0098,3,140,10,126.0,70,378.0,210
DTL0002606,ORD0001262,CLT0227,1,300,5,285.0,150,285.0,150
DTL0002607,ORD0001262,CLT0290,3,420,10,378.0,210,1134.0,630
DTL0002608,ORD0001263,CLT0173,1,480,0,480.0,230,480.0,230
DTL0002609,ORD0001264,CLT0078,1,300,10,270.0,150,270.0,150
DTL0002610,ORD0001265,CLT0226,1,140,10,126.0,70,126.0,70
DTL0002611,ORD0001265,ELC0325,1,14700,5,13965.0,11800,13965.0,11800
DTL0002612,ORD0001265,CLT0151,1,480,5,456.0,240,456.0,240
DTL0002613,ORD0001266,CLT0225,2,160,0,160.0,70,320.0,140
DTL0002614,ORD0001267,CLT0118,2,200,15,170.0,90,340.0,180
DTL0002615,ORD0001267,CLT0308,4,140,0,140.0,60,560.0,240
DTL0002616,ORD0001267,CLT0034,3,230,0,230.0,110,690.0,330
DTL0002617,ORD0001268,CLT0244,1,370,5,351.5,180,351.5,180
DTL0002618,ORD0001268,CLT0210,1,510,0,510.0,250,510.0,250
DTL0002619,ORD0001268,CLT0026,3,150,0,150.0,70,450.0,210
DTL0002620,ORD0001268,ELC0340,2,600,15,510.0,500,1020.0,1000
DTL0002621,ORD0001268,CLT0090,1,260,20,208.0,130,208.0,130
DTL0002622,ORD0001269,CLT0177,1,630,20,504.0,310,504.0,310
DTL0002623,ORD0001270,CLT0272,1,160,5,152.0,70,152.0,70
DTL0002624,ORD0001270,CLT0267,2,240,10,216.0,120,432.0,240
DTL0002625,ORD0001271,CLT0303,1,120,25,90.0,60,90.0,60
DTL0002626,ORD0001272,ELC0320,2,13200,0,13200.0,10500,26400.0,21000
DTL0002627,ORD0001273,CLT0103,1,140,5,133.0,70,133.0,70
DTL0002628,ORD0001273,CLT0008,3,90,10,81.0,40,243.0,120
DTL0002629,ORD0001274,CLT0281,1,470,15,399.5,230,399.5,230
DTL0002630,ORD0001274,CLT0051,1,170,0,170.0,80,170.0,80
DTL0002631,ORD0001274,CLT0088,1,290,20,232.0,140,232.0,140
DTL0002632,ORD0001275,CLT0075,1,280,0,280.0,140,280.0,140
DTL0002633,ORD0001276,CLT0122,3,200,10,180.0,90,540.0,270
DTL0002634,ORD0001277,CLT0158,2,780,10,702.0,380,1404.0,760
DTL0002635,ORD0001277,ELC0329,1,2500,10,2250.0,2000,2250.0,2000
DTL0002636,ORD0001277,CLT0252,4,190,25,142.5,90,570.0,360
DTL0002637,ORD0001277,CLT0031,1,160,5,152.0,70,152.0,70
DTL0002638,ORD0001278,CLT0087,1,270,0,270.0,130,270.0,130
DTL0002639,ORD0001278,ELC0328,1,2000,20,1600.0,1600,1600.0,1600
DTL0002640,ORD0001279,CLT0002,4,90,0,90.0,40,360.0,160
DTL0002641,ORD0001280,CLT0207,1,240,20,192.0,110,192.0,110
DTL0002642,ORD0001280,CLT0052,2,170,5,161.5,80,323.0,160
DTL0002643,ORD0001281,CLT0102,1,140,10,126.0,70,126.0,70
DTL0002644,ORD0001282,CLT0012,3,90,10,81.0,40,243.0,120
DTL0002645,ORD0001283,CLT0212,1,560,5,532.0,280,532.0,280
DTL0002646,ORD0001283,CLT0037,4,220,0,220.0,100,880.0,400
DTL0002647,ORD0001284,CLT0071,2,300,15,255.0,140,510.0,280
DTL0002648,ORD0001285,CLT0058,2,170,25,127.5,80,255.0,160
DTL0002649,ORD0001286,CLT0131,3,330,5,313.5,160,940.5,480
DTL0002650,ORD0001287,ELC0334,1,12800,20,10240.0,10300,10240.0,10300
DTL0002651,ORD0001288,CLT0131,2,330,15,280.5,160,561.0,320
DTL0002652,ORD0001288,CLT0033,1,230,0,230.0,110,230.0,110
DTL0002653,ORD0001289,CLT0262,2,260,10,234.0,130,468.0,260
DTL0002654,ORD0001290,CLT0226,2,140,15,119.0,70,238.0,140
DTL0002655,ORD0001290,CLT0013,1,90,0,90.0,40,90.0,40
DTL0002656,ORD0001290,CLT0306,1,130,10,117.0,60,117.0,60
DTL0002657,ORD0001291,CLT0081,1,270,0,270.0,130,270.0,130
DTL0002658,ORD0001292,CLT0259,1,260,0,260.0,130,260.0,130
DTL0002659,ORD0001293,CLT0036,2,220,5,209.0,100,418.0,200
DTL0002660,ORD0001293,CLT0054,1,180,10,162.0,80,162.0,80
DTL0002661,ORD0001293,CLT0093,2,290,5,275.5,140,551.0,280
DTL0002662,ORD0001293,CLT0034,1,230,10,207.0,110,207.0,110
DTL0002663,ORD0001294,CLT0013,1,90,15,76.5,40,76.5,40
DTL0002664,ORD0001294,CLT0100,1,150,15,127.5,70,127.5,70
DTL0002665,ORD0001295,CLT0016,1,90,5,85.5,40,85.5,40
DTL0002666,ORD0001296,CLT0295,2,120,0,120.0,60,240.0,120
DTL0002667,ORD0001297,CLT0052,2,170,0,170.0,80,340.0,160
DTL0002668,ORD0001297,CLT0167,2,450,10,405.0,220,810.0,440
DTL0002669,ORD0001297,CLT0273,2,160,0,160.0,70,320.0,140
DTL0002670,ORD0001297,CLT0305,1,130,0,130.0,60,130.0,60
DTL0002671,ORD0001298,CLT0058,3,170,0,170.0,80,510.0,240
DTL0002672,ORD0001299,CLT0228,2,300,10,270.0,140,540.0,280
DTL0002673,ORD0001299,CLT0123,1,200,15,170.0,100,170.0,100
DTL0002674,ORD0001300,CLT0205,1,240,0,240.0,110,240.0,110
DTL0002675,ORD0001300,CLT0244,1,370,5,351.5,180,351.5,180
DTL0002676,ORD0001300,CLT0120,1,190,5,180.5,90,180.5,90
DTL0002677,ORD0001300,ELC0315,4,3600,15,3060.0,2800,12240.0,11200
DTL0002678,ORD0001301,CLT0043,2,230,20,184.0,110,368.0,220
DTL0002679,ORD0001302,CLT0265,3,260,5,247.0,130,741.0,390
DTL0002680,ORD0001302,CLT0223,1,100,0,100.0,40,100.0,40
DTL0002681,ORD0001302,CLT0237,2,370,0,370.0,180,740.0,360
DTL0002682,ORD0001302,CLT0174,1,440,10,396.0,220,396.0,220
DTL0002683,ORD0001302,CLT0282,4,430,10,387.0,210,1548.0,840
DTL0002684,ORD0001303,CLT0025,2,160,15,136.0,70,272.0,140
DTL0002685,ORD0001303,CLT0165,2,440,10,396.0,220,792.0,440
DTL0002686,ORD0001303,CLT0120,2,190,5,180.5,90,361.0,180
DTL0002687,ORD0001303,CLT0213,1,540,20,432.0,270,432.0,270
DTL0002688,ORD0001304,CLT0041,3,210,10,189.0,100,567.0,300
DTL0002689,ORD0001304,CLT0084,3,300,25,225.0,140,675.0,420
DTL0002690,ORD0001305,CLT0029,3,160,5,152.0,70,456.0,210
DTL0002691,ORD0001305,CLT0228,1,300,25,225.0,140,225.0,140
DTL0002692,ORD0001305,CLT0100,2,150,15,127.5,70,255.0,140
DTL0002693,ORD0001306,CLT0298,1,130,0,130.0,60,130.0,60
DTL0002694,ORD0001306,CLT0220,1,540,0,540.0,270,540.0,270
DTL0002695,ORD0001306,CLT0241,2,340,20,272.0,160,544.0,320
DTL0002696,ORD0001307,CLT0174,1,440,10,396.0,220,396.0,220
DTL0002697,ORD0001307,CLT0228,1,300,0,300.0,140,300.0,140
DTL0002698,ORD0001308,CLT0125,1,350,10,315.0,170,315.0,170
DTL0002699,ORD0001309,ELC0339,1,800,0,800.0,700,800.0,700
DTL0002700,ORD0001310,CLT0147,2,500,0,500.0,250,1000.0,500
DTL0002701,ORD0001310,CLT0086,3,280,0,280.0,140,840.0,420
DTL0002702,ORD0001310,CLT0100,2,150,10,135.0,70,270.0,140
DTL0002703,ORD0001311,CLT0063,3,180,15,153.0,90,459.0,270
DTL0002704,ORD0001311,CLT0280,1,150,10,135.0,70,135.0,70
DTL0002705,ORD0001311,CLT0221,2,100,20,80.0,40,160.0,80
DTL0002706,ORD0001311,CLT0268,1,250,0,250.0,120,250.0,120
DTL0002707,ORD0001312,CLT0112,2,160,0,160.0,70,320.0,140
DTL0002708,ORD0001313,CLT0048,1,230,0,230.0,110,230.0,110
DTL0002709,ORD0001313,CLT0291,2,460,0,460.0,220,920.0,440
DTL0002710,ORD0001314,CLT0097,2,150,25,112.5,70,225.0,140
DTL0002711,ORD0001314,CLT0127,2,340,10,306.0,170,612.0,340
DTL0002712,ORD0001314,CLT0157,2,830,10,747.0,410,1494.0,820
DTL0002713,ORD0001314,CLT0140,1,360,20,288.0,170,288.0,170
DTL0002714,ORD0001314,CLT0014,2,80,10,72.0,40,144.0,80
DTL0002715,ORD0001315,CLT0168,1,460,15,391.0,220,391.0,220
DTL0002716,ORD0001315,CLT0269,1,140,10,126.0,70,126.0,70
DTL0002717,ORD0001316,CLT0265,1,260,0,260.0,130,260.0,130
DTL0002718,ORD0001317,CLT0094,1,300,0,300.0,140,300.0,140
DTL0002719,ORD0001318,CLT0072,1,320,10,288.0,150,288.0,150
DTL0002720,ORD0001319,CLT0101,2,150,5,142.5,70,285.0,140
DTL0002721,ORD0001319,ELC0326,2,8000,20,6400.0,6400,12800.0,12800
DTL0002722,ORD0001320,CLT0233,1,370,0,370.0,180,370.0,180
DTL0002723,ORD0001321,CLT0170,2,440,15,374.0,210,748.0,420
DTL0002724,ORD0001321,CLT0234,1,340,0,340.0,170,340.0,170
DTL0002725,ORD0001322,CLT0163,1,770,30,539.0,380,539.0,380
DTL0002726,ORD0001322,CLT0189,1,680,0,680.0,340,680.0,340
DTL0002727,ORD0001322,CLT0249,1,210,0,210.0,100,210.0,100
DTL0002728,ORD0001322,CLT0267,3,240,5,228.0,120,684.0,360
DTL0002729,ORD0001323,CLT0041,4,210,5,199.5,100,798.0,400
DTL0002730,ORD0001323,CLT0298,2,130,0,130.0,60,260.0,120
DTL0002731,ORD0001323,CLT0165,1,440,0,440.0,220,440.0,220
DTL0002732,ORD0001324,ELC0339,1,800,20,640.0,700,640.0,700
DTL0002733,ORD0001324,CLT0038,1,210,0,210.0,100,210.0,100
DTL0002734,ORD0001324,ELC0321,1,10900,0,10900.0,8700,10900.0,8700
DTL0002735,ORD0001324,CLT0020,1,140,15,119.0,70,119.0,70
DTL0002736,ORD0001324,CLT0179,3,580,25,435.0,290,1305.0,870
DTL0002737,ORD0001325,CLT0139,1,360,20,288.0,170,288.0,170
DTL0002738,ORD0001325,CLT0182,2,570,0,570.0,280,1140.0,560
DTL0002739,ORD0001325,CLT0208,1,240,10,216.0,110,216.0,110
DTL0002740,ORD0001326,CLT0163,2,770,10,693.0,380,1386.0,760
DTL0002741,ORD0001327,CLT0072,1,320,5,304.0,150,304.0,150
DTL0002742,ORD0001328,CLT0217,1,580,0,580.0,290,580.0,290
DTL0002743,ORD0001328,CLT0058,2,170,10,153.0,80,306.0,160
DTL0002744,ORD0001328,CLT0240,1,360,5,342.0,170,342.0,170
DTL0002745,ORD0001328,CLT0057,2,160,5,152.0,80,304.0,160
DTL0002746,ORD0001329,ELC0330,1,7000,0,7000.0,5600,7000.0,5600
DTL0002747,ORD0001329,CLT0275,1,150,0,150.0,70,150.0,70
DTL0002748,ORD0001330,CLT0159,4,850,0,850.0,420,3400.0,1680
DTL0002749,ORD0001331,CLT0175,1,480,5,456.0,230,456.0,230
DTL0002750,ORD0001332,CLT0122,2,200,20,160.0,90,320.0,180
DTL0002751,ORD0001332,CLT0005,1,90,10,81.0,40,81.0,40
DTL0002752,ORD0001332,CLT0092,1,280,0,280.0,130,280.0,130
DTL0002753,ORD0001333,CLT0143,1,500,15,425.0,240,425.0,240
DTL0002754,ORD0001334,CLT0248,1,210,0,210.0,100,210.0,100
DTL0002755,ORD0001335,CLT0282,1,430,20,344.0,210,344.0,210
DTL0002756,ORD0001335,CLT0227,1,300,5,285.0,150,285.0,150
DTL0002757,ORD0001335,CLT0166,1,460,10,414.0,230,414.0,230
DTL0002758,ORD0001336,CLT0289,1,480,10,432.0,230,432.0,230
DTL0002759,ORD0001337,CLT0267,2,240,0,240.0,120,480.0,240
DTL0002760,ORD0001338,CLT0009,1,90,0,90.0,40,90.0,40
DTL0002761,ORD0001339,CLT0232,3,330,0,330.0,160,990.0,480
DTL0002762,ORD0001340,CLT0219,1,590,0,590.0,290,590.0,290
DTL0002763,ORD0001340,CLT0220,4,540,10,486.0,270,1944.0,1080
DTL0002764,ORD0001341,CLT0272,2,160,10,144.0,70,288.0,140
DTL0002765,ORD0001341,ELC0334,1,12800,0,12800.0,10300,12800.0,10300
DTL0002766,ORD0001341,CLT0063,2,180,0,180.0,90,360.0,180
DTL0002767,ORD0001341,CLT0305,4,130,20,104.0,60,416.0,240
DTL0002768,ORD0001341,CLT0236,2,350,10,315.0,170,630.0,340
DTL0002769,ORD0001342,CLT0014,3,80,10,72.0,40,216.0,120
DTL0002770,ORD0001342,CLT0158,1,780,10,702.0,380,702.0,380
DTL0002771,ORD0001343,CLT0282,3,430,0,430.0,210,1290.0,630
DTL0002772,ORD0001343,CLT0256,1,210,0,210.0,100,210.0,100
DTL0002773,ORD0001343,CLT0119,2,210,0,210.0,100,420.0,200
DTL0002774,ORD0001344,CLT0180,1,600,0,600.0,290,600.0,290
DTL0002775,ORD0001345,CLT0307,4,130,15,110.5,60,442.0,240
DTL0002776,ORD0001345,CLT0183,1,610,0,610.0,300,610.0,300
DTL0002777,ORD0001346,CLT0097,2,150,15,127.5,70,255.0,140
DTL0002778,ORD0001347,CLT0068,1,300,15,255.0,150,255.0,150
DTL0002779,ORD0001347,CLT0002,1,90,0,90.0,40,90.0,40
DTL0002780,ORD0001348,ELC0334,2,12800,5,12160.0,10300,24320.0,20600
DTL0002781,ORD0001349,CLT0032,1,150,15,127.5,70,127.5,70
DTL0002782,ORD0001350,CLT0254,1,190,20,152.0,90,152.0,90
DTL0002783,ORD0001350,CLT0243,1,360,5,342.0,170,342.0,170
DTL0002784,ORD0001350,ELC0330,2,7000,5,6650.0,5600,13300.0,11200
DTL0002785,ORD0001350,CLT0237,1,370,5,351.5,180,351.5,180
DTL0002786,ORD0001351,CLT0264,2,240,0,240.0,120,480.0,240
DTL0002787,ORD0001351,ELC0341,2,5900,5,5605.0,4700,11210.0,9400
DTL0002788,ORD0001351,CLT0010,2,90,25,67.5,40,135.0,80
DTL0002789,ORD0001351,CLT0137,1,330,0,330.0,160,330.0,160
DTL0002790,ORD0001352,CLT0243,1,360,10,324.0,170,324.0,170
DTL0002791,ORD0001352,CLT0154,2,830,15,705.5,410,1411.0,820
DTL0002792,ORD0001353,CLT0103,1,140,5,133.0,70,133.0,70
DTL0002793,ORD0001354,CLT0242,2,370,0,370.0,180,740.0,360
DTL0002794,ORD0001355,ELC0336,1,1300,0,1300.0,1000,1300.0,1000
DTL0002795,ORD0001355,CLT0133,1,370,5,351.5,180,351.5,180
DTL0002796,ORD0001355,CLT0298,2,130,0,130.0,60,260.0,120
DTL0002797,ORD0001355,CLT0011,2,80,0,80.0,40,160.0,80
DTL0002798,ORD0001355,CLT0125,1,350,0,350.0,170,350.0,170
DTL0002799,ORD0001356,CLT0249,3,210,20,168.0,100,504.0,300
DTL0002800,ORD0001357,CLT0243,1,360,0,360.0,170,360.0,170
DTL0002801,ORD0001357,ELC0314,1,5600,5,5320.0,4500,5320.0,4500
DTL0002802,ORD0001357,CLT0094,1,300,0,300.0,140,300.0,140
DTL0002803,ORD0001357,CLT0125,2,350,15,297.5,170,595.0,340
